Sale ID,Date,Shop,Product,Quantity,Unit price
S000002606,2021-01-09,shop_6,CHA_44,2.0,60.0
S000002607,2021-01-08,shop_7,BED_45,2.0,150.0
S000002608,2021-01-07,shop_8,BED_46,1.0,300.0
S000002609,2021-01-06,shop_9,BED_47,1.0,395.0
S000002610,2021-02-04,shop_10,BED_48,1.0,440.0
S000002611,2021-02-03,shop_11,TSH_49,4.0,20.0
S000002612,2021-02-02,shop_12,TSH_50,1.0,20.0
S000002613,2021-02-01,shop_13,TSH_51,1.0,22.0
S000002614,2021-01-31,shop_14,TSH_52,1.0,24.0
S000002615,2021-01-30,shop_15,TSH_53,2.0,24.0
S000002616,2021-01-29,shop_16,HOO_54,1.0,45.0
S000002617,2021-01-28,shop_17,HOO_55,3.0,48.0
S000002618,2021-01-27,shop_18,HOO_56,1.0,49.0
S000002619,2021-01-26,shop_19,SHO_57,2.0,60.0
S000002620,2021-01-25,shop_20,SHO_58,2.0,60.0
S000002621,2021-01-24,shop_21,SHO_59,1.0,60.0
S000002622,2021-01-23,shop_22,SHO_60,1.0,60.0
S000002623,2021-01-22,shop_23,TAB_0,1.0,210.0
S000002624,2021-01-21,shop_24,TAB_1,4.0,300.0
S000002625,2021-01-20,shop_25,CHA_2,1.0,60.0
S000002626,2021-01-19,shop_26,BED_3,1.0,150.0
S000002627,2021-01-18,shop_27,BED_4,1.0,300.0
S000002628,2021-01-17,shop_28,BED_5,2.0,395.0
S000002629,2021-01-16,shop_29,BED_6,1.0,440.0
S000002630,2021-01-15,shop_30,TSH_7,3.0,20.0
S000002631,2021-01-14,shop_31,TSH_8,1.0,20.0
S000002632,2021-01-13,shop_32,TSH_9,2.0,22.0
S000002633,2021-01-12,shop_33,TSH_10,2.0,24.0
S000002634,2021-01-11,shop_34,TSH_11,1.0,24.0
S000002635,2021-01-10,shop_35,HOO_12,1.0,45.0
S000002636,2021-01-09,shop_36,HOO_13,1.0,48.0
S000002637,2021-01-08,shop_37,HOO_14,4.0,49.0
S000002638,2021-01-07,shop_38,SHO_15,1.0,60.0
S000002639,2021-01-06,shop_39,SHO_16,1.0,60.0
S000002640,2021-02-04,shop_0,SHO_17,1.0,60.0
S000002641,2021-02-03,shop_1,SHO_18,2.0,60.0
S000002642,2021-02-02,shop_2,SHO_19,1.0,60.0
S000002643,2021-02-01,shop_3,SHO_20,3.0,60.0
S000002644,2021-01-31,shop_4,TAB_21,1.0,210.0
S000002645,2021-01-30,shop_5,TAB_22,2.0,300.0
S000002646,2021-01-29,shop_6,CHA_23,2.0,60.0
S000002647,2021-01-28,shop_7,BED_24,1.0,150.0
S000002648,2021-01-27,shop_8,BED_25,1.0,300.0
S000002649,2021-01-26,shop_9,BED_26,1.0,395.0
S000002650,2021-01-25,shop_10,BED_27,4.0,440.0
S000002651,2021-01-24,shop_11,TSH_28,1.0,20.0
S000002652,2021-01-23,shop_12,TSH_29,1.0,20.0
S000002653,2021-01-22,shop_13,TSH_30,1.0,22.0
S000002654,2021-01-21,shop_14,TSH_31,2.0,24.0
S000002655,2021-01-20,shop_15,TSH_32,1.0,24.0
S000002656,2021-01-19,shop_16,HOO_33,3.0,45.0
S000002657,2021-01-18,shop_17,HOO_34,1.0,48.0
S000002658,2021-01-17,shop_18,HOO_35,2.0,49.0
S000002659,2021-01-16,shop_19,SHO_36,2.0,60.0
S000002660,2021-01-15,shop_20,SHO_37,1.0,60.0
S000002661,2021-01-14,shop_21,SHO_38,1.0,60.0
S000002662,2021-01-13,shop_22,SHO_39,1.0,60.0
S000002663,2021-01-12,shop_23,SHO_40,4.0,60.0
S000002664,2021-01-11,shop_24,SHO_41,1.0,60.0
S000002665,2021-01-10,shop_25,TAB_42,1.0,210.0
S000002666,2021-01-09,shop_26,TAB_43,1.0,300.0
S000002667,2021-01-08,shop_27,CHA_44,2.0,60.0
S000002668,2021-01-07,shop_28,BED_45,1.0,150.0
S000002669,2021-01-06,shop_29,BED_46,3.0,300.0
S000002670,2021-02-04,shop_30,BED_47,1.0,395.0
S000002671,2021-02-03,shop_31,BED_48,2.0,440.0
S000002672,2021-02-02,shop_32,TSH_49,2.0,20.0
S000002673,2021-02-01,shop_33,TSH_50,1.0,20.0
S000002674,2021-01-31,shop_34,TSH_51,1.0,22.0
S000002675,2021-01-30,shop_35,TSH_52,1.0,24.0
S000002676,2021-01-29,shop_36,TSH_53,4.0,24.0
S000002677,2021-01-28,shop_37,HOO_54,1.0,45.0
S000002678,2021-01-27,shop_38,HOO_55,1.0,48.0
S000002679,2021-01-26,shop_39,HOO_56,1.0,49.0
S000002680,2021-01-25,shop_0,SHO_57,2.0,60.0
S000002681,2021-01-24,shop_1,SHO_58,1.0,60.0
S000002682,2021-01-23,shop_2,SHO_59,3.0,60.0
S000002683,2021-01-22,shop_3,SHO_60,1.0,60.0
S000002684,2021-01-21,shop_4,TAB_0,2.0,210.0
S000002685,2021-01-20,shop_5,TAB_1,2.0,300.0
S000002686,2021-01-19,shop_6,CHA_2,1.0,60.0
S000002687,2021-01-18,shop_7,BED_3,1.0,150.0
S000002688,2021-01-17,shop_8,BED_4,1.0,300.0
S000002689,2021-01-16,shop_9,BED_5,4.0,395.0
S000002690,2021-01-15,shop_10,BED_6,1.0,440.0
S000002691,2021-01-14,shop_11,TSH_7,1.0,20.0
S000002692,2021-01-13,shop_12,TSH_8,1.0,20.0
S000002693,2021-01-12,shop_13,TSH_9,2.0,22.0
S000002694,2021-01-11,shop_14,TSH_10,1.0,24.0
S000002695,2021-01-10,shop_15,TSH_11,3.0,24.0
S000002696,2021-01-09,shop_16,HOO_12,1.0,45.0
S000002697,2021-01-08,shop_17,HOO_13,2.0,48.0
S000002698,2021-01-07,shop_18,HOO_14,2.0,49.0
S000002699,2021-01-06,shop_19,SHO_15,1.0,60.0
S000002700,2021-02-04,shop_20,SHO_16,1.0,60.0
S000002701,2021-02-03,shop_21,SHO_17,1.0,60.0
S000002702,2021-02-02,shop_22,SHO_18,4.0,60.0
S000002703,2021-02-01,shop_23,SHO_19,1.0,60.0
S000002704,2021-01-31,shop_24,SHO_20,1.0,60.0
S000002705,2021-01-30,shop_25,TAB_21,1.0,210.0
S000002706,2021-01-29,shop_26,TAB_22,2.0,300.0
S000002707,2021-01-28,shop_27,CHA_23,1.0,60.0
S000002708,2021-01-27,shop_28,BED_24,3.0,150.0
S000002709,2021-01-26,shop_29,BED_25,1.0,300.0
S000002710,2021-01-25,shop_30,BED_26,2.0,395.0
S000002711,2021-01-24,shop_31,BED_27,2.0,440.0
S000002712,2021-01-23,shop_32,TSH_28,1.0,20.0
S000002713,2021-01-22,shop_33,TSH_29,1.0,20.0
S000002714,2021-01-21,shop_34,TSH_30,1.0,22.0
S000002715,2021-01-20,shop_35,TSH_31,4.0,24.0
S000002716,2021-01-19,shop_36,TSH_32,1.0,24.0
S000002717,2021-01-18,shop_37,HOO_33,1.0,45.0
S000002718,2021-01-17,shop_38,HOO_34,1.0,48.0
S000002719,2021-01-16,shop_39,HOO_35,2.0,49.0
S000002720,2021-01-15,shop_0,SHO_36,1.0,60.0
S000002721,2021-01-14,shop_1,SHO_37,3.0,60.0
S000002722,2021-01-13,shop_2,SHO_38,1.0,60.0
S000002723,2021-01-12,shop_3,SHO_39,2.0,60.0
S000002724,2021-01-11,shop_4,SHO_40,2.0,60.0
S000002725,2021-01-10,shop_5,SHO_41,1.0,60.0
S000002726,2021-01-09,shop_6,TAB_42,1.0,210.0
S000002727,2021-01-08,shop_7,TAB_43,1.0,300.0
S000002728,2021-01-07,shop_8,CHA_44,4.0,60.0
S000002729,2021-01-06,shop_9,BED_45,1.0,150.0
S000002730,2021-02-04,shop_10,BED_46,1.0,300.0
S000002731,2021-02-03,shop_11,BED_47,1.0,395.0
S000002732,2021-02-02,shop_12,BED_48,2.0,440.0
S000002733,2021-02-01,shop_13,TSH_49,1.0,20.0
S000002734,2021-01-31,shop_14,TSH_50,3.0,20.0
S000002735,2021-01-30,shop_15,TSH_51,1.0,22.0
S000002736,2021-01-29,shop_16,TSH_52,2.0,24.0
S000002737,2021-01-28,shop_17,TSH_53,2.0,24.0
S000002738,2021-01-27,shop_18,HOO_54,1.0,45.0
S000002739,2021-01-26,shop_19,HOO_55,1.0,48.0
S000002740,2021-01-25,shop_20,HOO_56,1.0,49.0
S000002741,2021-01-24,shop_21,SHO_57,4.0,60.0
S000002742,2021-01-23,shop_22,SHO_58,1.0,60.0
S000002743,2021-01-22,shop_23,SHO_59,1.0,60.0
S000002744,2021-01-21,shop_24,SHO_60,1.0,60.0
S000002745,2021-01-20,shop_25,TAB_0,2.0,210.0
S000002746,2021-01-19,shop_26,TAB_1,1.0,300.0
S000002747,2021-01-18,shop_27,CHA_2,3.0,60.0
S000002748,2021-01-17,shop_28,BED_3,1.0,150.0
S000002749,2021-01-16,shop_29,BED_4,2.0,300.0
S000002750,2021-01-15,shop_30,BED_5,2.0,395.0
S000002751,2021-01-14,shop_31,BED_6,1.0,440.0
S000002752,2021-01-13,shop_32,TSH_7,1.0,20.0
S000002753,2021-01-12,shop_33,TSH_8,1.0,20.0
S000002754,2021-01-11,shop_34,TSH_9,4.0,22.0
S000002755,2021-01-10,shop_35,TSH_10,1.0,24.0
S000002756,2021-01-09,shop_36,TSH_11,1.0,24.0
S000002757,2021-01-08,shop_37,HOO_12,1.0,45.0
S000002758,2021-01-07,shop_38,HOO_13,2.0,48.0
S000002759,2021-01-06,shop_39,HOO_14,1.0,49.0
S000002760,2021-02-04,shop_0,SHO_15,3.0,60.0
S000002761,2021-02-03,shop_1,SHO_16,1.0,60.0
S000002762,2021-02-02,shop_2,SHO_17,2.0,60.0
S000002763,2021-02-01,shop_3,SHO_18,2.0,60.0
S000002764,2021-01-31,shop_4,SHO_19,1.0,60.0
S000002765,2021-01-30,shop_5,SHO_20,1.0,60.0
S000002766,2021-01-29,shop_6,TAB_21,1.0,210.0
S000002767,2021-01-28,shop_7,TAB_22,4.0,300.0
S000002768,2021-01-27,shop_8,CHA_23,1.0,60.0
S000002769,2021-01-26,shop_9,BED_24,1.0,150.0
S000002770,2021-01-25,shop_10,BED_25,1.0,300.0
S000002771,2021-01-24,shop_11,BED_26,2.0,395.0
S000002772,2021-01-23,shop_12,BED_27,1.0,440.0
S000002773,2021-01-22,shop_13,TSH_28,3.0,20.0
S000002774,2021-01-21,shop_14,TSH_29,1.0,20.0
S000002775,2021-01-20,shop_15,TSH_30,2.0,22.0
S000002776,2021-01-19,shop_16,TSH_31,2.0,24.0
S000002777,2021-01-18,shop_17,TSH_32,1.0,24.0
S000002778,2021-01-17,shop_18,HOO_33,1.0,45.0
S000002779,2021-01-16,shop_19,HOO_34,1.0,48.0
S000002780,2021-01-15,shop_20,HOO_35,4.0,49.0
S000002781,2021-01-14,shop_21,SHO_36,1.0,60.0
S000002782,2021-01-13,shop_22,SHO_37,1.0,60.0
S000002783,2021-01-12,shop_23,SHO_38,1.0,60.0
S000002784,2021-01-11,shop_24,SHO_39,2.0,60.0
S000002785,2021-01-10,shop_25,SHO_40,1.0,60.0
S000002786,2021-01-09,shop_26,SHO_41,3.0,60.0
S000002787,2021-01-08,shop_27,TAB_42,1.0,210.0
S000002788,2021-01-07,shop_28,TAB_43,2.0,300.0
S000002789,2021-01-06,shop_29,CHA_44,2.0,60.0
S000002790,2021-02-04,shop_30,BED_45,1.0,150.0
S000002791,2021-02-03,shop_31,BED_46,1.0,300.0
S000002792,2021-02-02,shop_32,BED_47,1.0,395.0
S000002793,2021-02-01,shop_33,BED_48,4.0,440.0
S000002794,2021-01-31,shop_34,TSH_49,1.0,20.0
S000002795,2021-01-30,shop_35,TSH_50,1.0,20.0
S000002796,2021-01-29,shop_36,TSH_51,1.0,22.0
S000002797,2021-01-28,shop_37,TSH_52,2.0,24.0
S000002798,2021-01-27,shop_38,TSH_53,1.0,24.0
S000002799,2021-01-26,shop_39,HOO_54,3.0,45.0
S000002800,2021-01-25,shop_0,HOO_55,1.0,48.0
S000002801,2021-01-24,shop_1,HOO_56,2.0,49.0
S000002802,2021-01-23,shop_2,SHO_57,2.0,60.0
S000002803,2021-01-22,shop_3,SHO_58,1.0,60.0
S000002804,2021-01-21,shop_4,SHO_59,1.0,60.0
S000002805,2021-01-20,shop_5,SHO_60,1.0,60.0
S000002806,2021-01-19,shop_6,TAB_0,4.0,210.0
S000002807,2021-01-18,shop_7,TAB_1,1.0,300.0
S000002808,2021-01-17,shop_8,CHA_2,1.0,60.0
S000002809,2021-01-16,shop_9,BED_3,1.0,150.0
S000002810,2021-01-15,shop_10,BED_4,2.0,300.0
S000002811,2021-01-14,shop_11,BED_5,1.0,395.0
S000002812,2021-01-13,shop_12,BED_6,3.0,440.0
S000002813,2021-01-12,shop_13,TSH_7,1.0,20.0
S000002814,2021-01-11,shop_14,TSH_8,2.0,20.0
S000002815,2021-01-10,shop_15,TSH_9,2.0,22.0
S000002816,2021-01-09,shop_16,TSH_10,1.0,24.0
S000002817,2021-01-08,shop_17,TSH_11,1.0,24.0
S000002818,2021-01-07,shop_18,HOO_12,1.0,45.0
S000002819,2021-01-06,shop_19,HOO_13,4.0,48.0
S000002820,2021-02-04,shop_20,HOO_14,1.0,49.0
S000002821,2021-02-03,shop_21,SHO_15,1.0,60.0
S000002822,2021-02-02,shop_22,SHO_16,1.0,60.0
S000002823,2021-02-01,shop_23,SHO_17,2.0,60.0
S000002824,2021-01-31,shop_24,SHO_18,1.0,60.0
S000002825,2021-01-30,shop_25,SHO_19,3.0,60.0
S000002826,2021-01-29,shop_26,SHO_20,1.0,60.0
S000002827,2021-01-28,shop_27,TAB_21,2.0,210.0
S000002828,2021-01-27,shop_28,TAB_22,2.0,300.0
S000002829,2021-01-26,shop_29,CHA_23,1.0,60.0
S000002830,2021-01-25,shop_30,BED_24,1.0,150.0
S000002831,2021-01-24,shop_31,BED_25,1.0,300.0
S000002832,2021-01-23,shop_32,BED_26,4.0,395.0
S000002833,2021-01-22,shop_33,BED_27,1.0,440.0
S000002834,2021-01-21,shop_34,TSH_28,1.0,20.0
S000002835,2021-01-20,shop_35,TSH_29,1.0,20.0
S000002836,2021-01-19,shop_36,TSH_30,2.0,22.0
S000002837,2021-01-18,shop_37,TSH_31,1.0,24.0
S000002838,2021-01-17,shop_38,TSH_32,3.0,24.0
S000002839,2021-01-16,shop_39,HOO_33,1.0,45.0
S000002840,2021-01-15,shop_0,HOO_34,2.0,48.0
S000002841,2021-01-14,shop_1,HOO_35,2.0,49.0
S000002842,2021-01-13,shop_2,SHO_36,1.0,60.0
S000002843,2021-01-12,shop_3,SHO_37,1.0,60.0
S000002844,2021-01-11,shop_4,SHO_38,1.0,60.0
S000002845,2021-01-10,shop_5,SHO_39,4.0,60.0
S000002846,2021-01-09,shop_6,SHO_40,1.0,60.0
S000002847,2021-01-08,shop_7,SHO_41,1.0,60.0
S000002848,2021-01-07,shop_8,TAB_42,1.0,210.0
S000002849,2021-01-06,shop_9,TAB_43,2.0,300.0
S000002850,2021-02-04,shop_10,CHA_44,1.0,60.0
S000002851,2021-02-03,shop_11,BED_45,3.0,150.0
S000002852,2021-02-02,shop_12,BED_46,1.0,300.0
S000002853,2021-02-01,shop_13,BED_47,2.0,395.0
S000002854,2021-01-31,shop_14,BED_48,2.0,440.0
S000002855,2021-01-30,shop_15,TSH_49,1.0,20.0
S000002856,2021-01-29,shop_16,TSH_50,1.0,20.0
S000002857,2021-01-28,shop_17,TSH_51,1.0,22.0
S000002858,2021-01-27,shop_18,TSH_52,4.0,24.0
S000002859,2021-01-26,shop_19,TSH_53,1.0,24.0
S000002860,2021-01-25,shop_20,HOO_54,1.0,45.0
S000002861,2021-01-24,shop_21,HOO_55,1.0,48.0
S000002862,2021-01-23,shop_22,HOO_56,2.0,49.0
S000002863,2021-01-22,shop_23,SHO_57,1.0,60.0
S000002864,2021-01-21,shop_24,SHO_58,3.0,60.0
S000002865,2021-01-20,shop_25,SHO_59,1.0,60.0
S000002866,2021-01-19,shop_26,SHO_60,2.0,60.0
S000002867,2021-01-18,shop_27,TAB_0,2.0,210.0
S000002868,2021-01-17,shop_28,TAB_1,1.0,300.0
S000002869,2021-01-16,shop_29,CHA_2,1.0,60.0
S000002870,2021-01-15,shop_30,BED_3,1.0,150.0
S000002871,2021-01-14,shop_31,BED_4,4.0,300.0
S000002872,2021-01-13,shop_32,BED_5,1.0,395.0
S000002873,2021-01-12,shop_33,BED_6,1.0,440.0
S000002874,2021-01-11,shop_34,TSH_7,1.0,20.0
S000002875,2021-01-10,shop_35,TSH_8,2.0,20.0
S000002876,2021-01-09,shop_36,TSH_9,1.0,22.0
S000002877,2021-01-08,shop_37,TSH_10,3.0,24.0
S000002878,2021-01-07,shop_38,TSH_11,1.0,24.0
S000002879,2021-01-06,shop_39,HOO_12,2.0,45.0
S000002880,2021-02-04,shop_0,HOO_13,2.0,48.0
S000002881,2021-02-03,shop_1,HOO_14,1.0,49.0
S000002882,2021-02-02,shop_2,SHO_15,1.0,60.0
S000002883,2021-02-01,shop_3,SHO_16,1.0,60.0
S000002884,2021-01-31,shop_4,SHO_17,4.0,60.0
S000002885,2021-01-30,shop_5,SHO_18,1.0,60.0
S000002886,2021-01-29,shop_6,SHO_19,1.0,60.0
S000002887,2021-01-28,shop_7,SHO_20,1.0,60.0
S000002888,2021-01-27,shop_8,TAB_21,2.0,210.0
S000002889,2021-01-26,shop_9,TAB_22,1.0,300.0
S000002890,2021-01-25,shop_10,CHA_23,3.0,60.0
S000002891,2021-01-24,shop_11,BED_24,1.0,150.0
S000002892,2021-01-23,shop_12,BED_25,2.0,300.0
S000002893,2021-01-22,shop_13,BED_26,2.0,395.0
S000002894,2021-01-21,shop_14,BED_27,1.0,440.0
S000002895,2021-01-20,shop_15,TSH_28,1.0,20.0
S000002896,2021-01-19,shop_16,TSH_29,1.0,20.0
S000002897,2021-01-18,shop_17,TSH_30,4.0,22.0
S000002898,2021-01-17,shop_18,TSH_31,1.0,24.0
S000002899,2021-01-16,shop_19,TSH_32,1.0,24.0
S000002900,2021-01-15,shop_20,HOO_33,1.0,45.0
S000002901,2021-01-14,shop_21,HOO_34,2.0,48.0
S000002902,2021-01-13,shop_22,HOO_35,1.0,49.0
S000002903,2021-01-12,shop_23,SHO_36,3.0,60.0
S000002904,2021-01-11,shop_24,SHO_37,1.0,60.0
S000002905,2021-01-10,shop_25,SHO_38,2.0,60.0
S000002906,2021-01-09,shop_26,SHO_39,2.0,60.0
S000002907,2021-01-08,shop_27,SHO_40,1.0,60.0
S000002908,2021-01-07,shop_28,SHO_41,1.0,60.0
S000002909,2021-01-06,shop_29,TAB_42,1.0,210.0
S000002910,2021-02-04,shop_30,TAB_43,4.0,300.0
S000002911,2021-02-03,shop_31,CHA_44,1.0,60.0
S000002912,2021-02-02,shop_32,BED_45,1.0,150.0
S000002913,2021-02-01,shop_33,BED_46,1.0,300.0
S000002914,2021-01-31,shop_34,BED_47,2.0,395.0
S000002915,2021-01-30,shop_35,BED_48,1.0,440.0
S000002916,2021-01-29,shop_36,TSH_49,3.0,20.0
S000002917,2021-01-28,shop_37,TSH_50,1.0,20.0
S000002918,2021-01-27,shop_38,TSH_51,2.0,22.0
S000002919,2021-01-26,shop_39,TSH_52,2.0,24.0
S000002920,2021-01-25,shop_0,TSH_53,1.0,24.0
S000002921,2021-01-24,shop_1,HOO_54,1.0,45.0
S000002922,2021-01-23,shop_2,HOO_55,1.0,48.0
S000002923,2021-01-22,shop_3,HOO_56,4.0,49.0
S000002924,2021-01-21,shop_4,SHO_57,1.0,60.0
S000002925,2021-01-20,shop_5,SHO_58,1.0,60.0
S000002926,2021-01-19,shop_6,SHO_59,1.0,60.0
S000002927,2021-01-18,shop_7,SHO_60,2.0,60.0
S000002928,2021-01-17,shop_8,TAB_0,1.0,210.0
S000002929,2021-01-16,shop_9,TAB_1,3.0,300.0
S000002930,2021-01-15,shop_10,CHA_2,1.0,60.0
S000002931,2021-01-14,shop_11,BED_3,2.0,150.0
S000002932,2021-01-13,shop_12,BED_4,2.0,300.0
S000002933,2021-01-12,shop_13,BED_5,1.0,395.0
S000002934,2021-01-11,shop_14,BED_6,1.0,440.0
S000002935,2021-01-10,shop_15,TSH_7,1.0,20.0
S000002936,2021-01-09,shop_16,TSH_8,4.0,20.0
S000002937,2021-01-08,shop_17,TSH_9,1.0,22.0
S000002938,2021-01-07,shop_18,TSH_10,1.0,24.0
S000002939,2021-01-06,shop_19,TSH_11,1.0,24.0
S000002940,2021-02-04,shop_20,HOO_12,2.0,45.0
S000002941,2021-02-03,shop_21,HOO_13,1.0,48.0
S000002942,2021-02-02,shop_22,HOO_14,3.0,49.0
S000002943,2021-02-01,shop_23,SHO_15,1.0,60.0
S000002944,2021-01-31,shop_24,SHO_16,2.0,60.0
S000002945,2021-01-30,shop_25,SHO_17,2.0,60.0
S000002946,2021-01-29,shop_26,SHO_18,1.0,60.0
S000002947,2021-01-28,shop_27,SHO_19,1.0,60.0
S000002948,2021-01-27,shop_28,SHO_20,1.0,60.0
S000002949,2021-01-26,shop_29,TAB_21,4.0,210.0
S000002950,2021-01-25,shop_30,TAB_22,1.0,300.0
S000002951,2021-01-24,shop_31,CHA_23,1.0,60.0
S000002952,2021-01-23,shop_32,BED_24,1.0,150.0
S000002953,2021-01-22,shop_33,BED_25,2.0,300.0
S000002954,2021-01-21,shop_34,BED_26,1.0,395.0
S000002955,2021-01-20,shop_35,BED_27,3.0,440.0
S000002956,2021-01-19,shop_36,TSH_28,1.0,20.0
S000002957,2021-01-18,shop_37,TSH_29,2.0,20.0
S000002958,2021-01-17,shop_38,TSH_30,2.0,22.0
S000002959,2021-01-16,shop_39,TSH_31,1.0,24.0
S000002960,2021-01-15,shop_0,TSH_32,1.0,24.0
S000002961,2021-01-14,shop_1,HOO_33,1.0,45.0
S000002962,2021-01-13,shop_2,HOO_34,4.0,48.0
S000002963,2021-01-12,shop_3,HOO_35,1.0,49.0
S000002964,2021-01-11,shop_4,SHO_36,1.0,60.0
S000002965,2021-01-10,shop_5,SHO_37,1.0,60.0
S000002966,2021-01-09,shop_6,SHO_38,2.0,60.0
S000002967,2021-01-08,shop_7,SHO_39,1.0,60.0
S000002968,2021-01-07,shop_8,SHO_40,3.0,60.0
S000002969,2021-01-06,shop_9,SHO_41,1.0,60.0
S000002970,2021-02-04,shop_10,TAB_42,2.0,210.0
S000002971,2021-02-03,shop_11,TAB_43,2.0,300.0
S000002972,2021-02-02,shop_12,CHA_44,1.0,60.0
S000002973,2021-02-01,shop_13,BED_45,1.0,150.0
S000002974,2021-01-31,shop_14,BED_46,1.0,300.0
S000002975,2021-01-30,shop_15,BED_47,4.0,395.0
S000002976,2021-01-29,shop_16,BED_48,1.0,440.0
S000002977,2021-01-28,shop_17,TSH_49,1.0,20.0
S000002978,2021-01-27,shop_18,TSH_50,1.0,20.0
S000002979,2021-01-26,shop_19,TSH_51,2.0,22.0
S000002980,2021-01-25,shop_20,TSH_52,1.0,24.0
S000002981,2021-01-24,shop_21,TSH_53,3.0,24.0
S000002982,2021-01-23,shop_22,HOO_54,1.0,45.0
S000002983,2021-01-22,shop_23,HOO_55,2.0,48.0
S000002984,2021-01-21,shop_24,HOO_56,2.0,49.0
S000002985,2021-01-20,shop_25,SHO_57,1.0,60.0
S000002986,2021-01-19,shop_26,SHO_58,1.0,60.0
S000002987,2021-01-18,shop_27,SHO_59,1.0,60.0
S000002988,2021-01-17,shop_28,SHO_60,4.0,60.0
S000002989,2021-01-16,shop_29,TAB_0,1.0,210.0
S000002990,2021-01-15,shop_30,TAB_1,1.0,300.0
S000002991,2021-01-14,shop_31,CHA_2,1.0,60.0
S000002992,2021-01-13,shop_32,BED_3,2.0,150.0
S000002993,2021-01-12,shop_33,BED_4,1.0,300.0
S000002994,2021-01-11,shop_34,BED_5,3.0,395.0
S000002995,2021-01-10,shop_35,BED_6,1.0,440.0
S000002996,2021-01-09,shop_36,TSH_7,2.0,20.0
S000002997,2021-01-08,shop_37,TSH_8,2.0,20.0
S000002998,2021-01-07,shop_38,TSH_9,1.0,22.0
S000002999,2021-01-06,shop_39,TSH_10,1.0,24.0
S000003000,2021-02-04,shop_0,TSH_11,1.0,24.0
S000003001,2021-02-03,shop_1,HOO_12,4.0,45.0
S000003002,2021-02-02,shop_2,HOO_13,1.0,48.0
S000003003,2021-02-01,shop_3,HOO_14,1.0,49.0
S000003004,2021-01-31,shop_4,SHO_15,1.0,60.0
S000003005,2021-01-30,shop_5,SHO_16,2.0,60.0
S000003006,2021-01-29,shop_6,SHO_17,1.0,60.0
S000003007,2021-01-28,shop_7,SHO_18,3.0,60.0
S000003008,2021-01-27,shop_8,SHO_19,1.0,60.0
S000003009,2021-01-26,shop_9,SHO_20,2.0,60.0
S000003010,2021-01-25,shop_10,TAB_21,2.0,210.0
S000003011,2021-01-24,shop_11,TAB_22,1.0,300.0
S000003012,2021-01-23,shop_12,CHA_23,1.0,60.0
S000003013,2021-01-22,shop_13,BED_24,1.0,150.0
S000003014,2021-01-21,shop_14,BED_25,4.0,300.0
S000003015,2021-01-20,shop_15,BED_26,1.0,395.0
S000003016,2021-01-19,shop_16,BED_27,1.0,440.0
S000003017,2021-01-18,shop_17,TSH_28,1.0,20.0
S000003018,2021-01-17,shop_18,TSH_29,2.0,20.0
S000003019,2021-01-16,shop_19,TSH_30,1.0,22.0
S000003020,2021-01-15,shop_20,TSH_31,3.0,24.0
S000003021,2021-01-14,shop_21,TSH_32,1.0,24.0
S000003022,2021-01-13,shop_22,HOO_33,2.0,45.0
S000003023,2021-01-12,shop_23,HOO_34,2.0,48.0
S000003024,2021-01-11,shop_24,HOO_35,1.0,49.0
S000003025,2021-01-10,shop_25,SHO_36,1.0,60.0
S000003026,2021-01-09,shop_26,SHO_37,1.0,60.0
S000003027,2021-01-08,shop_27,SHO_38,4.0,60.0
S000003028,2021-01-07,shop_28,SHO_39,1.0,60.0
S000003029,2021-01-06,shop_29,SHO_40,1.0,60.0
S000003030,2021-02-04,shop_30,SHO_41,1.0,60.0
S000003031,2021-02-03,shop_31,TAB_42,2.0,210.0
S000003032,2021-02-02,shop_32,TAB_43,1.0,300.0
S000003033,2021-02-01,shop_33,CHA_44,3.0,60.0
S000003034,2021-01-31,shop_34,BED_45,1.0,150.0
S000003035,2021-01-30,shop_35,BED_46,2.0,300.0
S000003036,2021-01-29,shop_36,BED_47,2.0,395.0
S000003037,2021-01-28,shop_37,BED_48,1.0,440.0
S000003038,2021-01-27,shop_38,TSH_49,1.0,20.0
S000003039,2021-01-26,shop_39,TSH_50,1.0,20.0
S000003040,2021-01-25,shop_0,TSH_51,4.0,22.0
S000003041,2021-01-24,shop_1,TSH_52,1.0,24.0
S000003042,2021-01-23,shop_2,TSH_53,1.0,24.0
S000003043,2021-01-22,shop_3,HOO_54,1.0,45.0
S000003044,2021-01-21,shop_4,HOO_55,2.0,48.0
S000003045,2021-01-20,shop_5,HOO_56,1.0,49.0
S000003046,2021-01-19,shop_6,SHO_57,3.0,60.0
S000003047,2021-01-18,shop_7,SHO_58,1.0,60.0
S000003048,2021-01-17,shop_8,SHO_59,2.0,60.0
S000003049,2021-01-16,shop_9,SHO_60,2.0,60.0
S000003050,2021-01-15,shop_10,TAB_0,1.0,210.0
S000003051,2021-01-14,shop_11,TAB_1,1.0,300.0
S000003052,2021-01-13,shop_12,CHA_2,1.0,60.0
S000003053,2021-01-12,shop_13,BED_3,4.0,150.0
S000003054,2021-01-11,shop_14,BED_4,1.0,300.0
S000003055,2021-01-10,shop_15,BED_5,1.0,395.0
S000003056,2021-01-09,shop_16,BED_6,1.0,440.0
S000003057,2021-01-08,shop_17,TSH_7,2.0,20.0
S000003058,2021-01-07,shop_18,TSH_8,1.0,20.0
